# Gene Family	demo_Abundance-CPM
RXN-14120: (expasy) Nucleoside-diphosphate kinase [2.7.4.6]	315.291
RXN-14120: (expasy) Nucleoside-diphosphate kinase [2.7.4.6]|unclassified	315.291
RXN-14136: (expasy) Glycerophosphodiester phosphodiesterase [3.1.4.46]	205.307
RXN-14136: (expasy) Glycerophosphodiester phosphodiesterase [3.1.4.46]|unclassified	205.307
RXN-14177: (expasy) Demethylmenaquinone methyltransferase [2.1.1.163]	435.767
RXN-14177: (expasy) Demethylmenaquinone methyltransferase [2.1.1.163]|unclassified	435.767
RXN-14179: (expasy) Beta-glucosidase [3.2.1.21]	2427.5025
RXN-14179: (expasy) Beta-glucosidase [3.2.1.21]|unclassified	2427.5025
RXN-14189: (expasy) Catalase [1.11.1.6]	366.1529
RXN-14189: (expasy) Catalase [1.11.1.6]|unclassified	366.1529
RXN-14192: (expasy) Pyruvate kinase [2.7.1.40]	449.7689
RXN-14192: (expasy) Pyruvate kinase [2.7.1.40]|unclassified	449.7689
RXN-14207: (expasy) Pyruvate kinase [2.7.1.40]	449.7689
RXN-14207: (expasy) Pyruvate kinase [2.7.1.40]|unclassified	449.7689
RXN-14227: (expasy) 5'-nucleotidase [3.1.3.5]	642.575
RXN-14227: (expasy) 5'-nucleotidase [3.1.3.5]|unclassified	642.575
RXN-14228: (expasy) Nucleoside-diphosphate kinase [2.7.4.6]	315.291
RXN-14228: (expasy) Nucleoside-diphosphate kinase [2.7.4.6]|unclassified	315.291
RXN-14245: (expasy) 6,7-dihydropteridine reductase [1.5.1.34]	328.943
RXN-14245: (expasy) 6,7-dihydropteridine reductase [1.5.1.34]|unclassified	328.943
RXN-14249: (expasy) L-threonine 3-dehydrogenase [1.1.1.103]	197.264
RXN-14249: (expasy) L-threonine 3-dehydrogenase [1.1.1.103]|unclassified	197.264
RXN-14260: (expasy) 4-alpha-glucanotransferase [2.4.1.25]	62.6881
RXN-14260: (expasy) 4-alpha-glucanotransferase [2.4.1.25]|unclassified	62.6881
RXN-14261: (expasy) 4-alpha-glucanotransferase [2.4.1.25]	62.6881
RXN-14261: (expasy) 4-alpha-glucanotransferase [2.4.1.25]|unclassified	62.6881
RXN-14266: (metacyc) 3-hydroxyisovaleryl-CoA hydratase [4.2.1.17]	437.52700000000004
RXN-14266: (metacyc) 3-hydroxyisovaleryl-CoA hydratase [4.2.1.17]|unclassified	437.52700000000004
RXN-14267: (expasy) N-acetylmuramoyl-L-alanine amidase [3.5.1.28]	450.31500000000005
RXN-14267: (expasy) N-acetylmuramoyl-L-alanine amidase [3.5.1.28]|unclassified	450.31500000000005
RXN-14270: (metacyc) 5-amino-4-imidazolecarboxamide phosphoribosyltransferase [2.4.2.7]	766.306
RXN-14270: (metacyc) 5-amino-4-imidazolecarboxamide phosphoribosyltransferase [2.4.2.7]|unclassified	766.306
RXN-14272: (metacyc) (E)-hexadec-2-enoyl-CoA hydratase [4.2.1.17]	437.52700000000004
RXN-14272: (metacyc) (E)-hexadec-2-enoyl-CoA hydratase [4.2.1.17]|unclassified	437.52700000000004
RXN-14273: (metacyc) trans-tetradec-2-enoyl-CoA hydratase [4.2.1.17]	437.52700000000004
RXN-14273: (metacyc) trans-tetradec-2-enoyl-CoA hydratase [4.2.1.17]|unclassified	437.52700000000004
RXN-14281: (expasy) Alpha-glucosidase [3.2.1.20]	140.546
RXN-14281: (expasy) Alpha-glucosidase [3.2.1.20]|unclassified	140.546
RXN-14282: (expasy) Alpha-glucosidase [3.2.1.20]	140.546
RXN-14282: (expasy) Alpha-glucosidase [3.2.1.20]|unclassified	140.546
RXN-14283: (expasy) Alpha-glucosidase [3.2.1.20]	140.546
RXN-14283: (expasy) Alpha-glucosidase [3.2.1.20]|unclassified	140.546
RXN-14284: (expasy) Glycogen phosphorylase [2.4.1.1]	723.9213
RXN-14284: (expasy) Glycogen phosphorylase [2.4.1.1]|unclassified	723.9213
RXN-14285: (expasy) Glycogen phosphorylase [2.4.1.1]	723.9213
RXN-14285: (expasy) Glycogen phosphorylase [2.4.1.1]|unclassified	723.9213
RXN-14286: (expasy) Glycogen phosphorylase [2.4.1.1]	723.9213
RXN-14286: (expasy) Glycogen phosphorylase [2.4.1.1]|unclassified	723.9213
RXN-14338: (expasy) Diadenylate cyclase [2.7.7.85]	533.138
RXN-14338: (expasy) Diadenylate cyclase [2.7.7.85]|unclassified	533.138
RXN-14353: (expasy) Glycogen phosphorylase [2.4.1.1]	723.9213
RXN-14353: (expasy) Glycogen phosphorylase [2.4.1.1]|unclassified	723.9213
RXN-14354: (expasy) 4-alpha-glucanotransferase [2.4.1.25]	62.6881
RXN-14354: (expasy) 4-alpha-glucanotransferase [2.4.1.25]|unclassified	62.6881
RXN-14371: (expasy) 1,4-alpha-glucan branching enzyme [2.4.1.18]	395.5294
RXN-14371: (expasy) 1,4-alpha-glucan branching enzyme [2.4.1.18]|unclassified	395.5294
RXN-14372: (expasy) 1,4-alpha-glucan branching enzyme [2.4.1.18]	395.5294
RXN-14372: (expasy) 1,4-alpha-glucan branching enzyme [2.4.1.18]|unclassified	395.5294
RXN-14385: (expasy) Cysteine desulfurase [2.8.1.7]	644.187
RXN-14385: (expasy) Cysteine desulfurase [2.8.1.7]|unclassified	644.187
RXN-14461: (expasy) FAD:protein FMN transferase [2.7.1.180]	1838.4245
RXN-14461: (expasy) FAD:protein FMN transferase [2.7.1.180]|unclassified	1838.4245
RXN-14517: (expasy) tRNA (guanine(37)-N(1))-methyltransferase [2.1.1.228]	788.4085
RXN-14517: (expasy) tRNA (guanine(37)-N(1))-methyltransferase [2.1.1.228]|unclassified	788.4085
RXN-14570: (expasy) N(6)-L-threonylcarbamoyladenine synthase [2.3.1.234]	421.10339999999997
RXN-14570: (expasy) N(6)-L-threonylcarbamoyladenine synthase [2.3.1.234]|unclassified	421.10339999999997
RXN-14712: (expasy) Peptidoglycan glycosyltransferase [2.4.1.129]	792.172
RXN-14712: (expasy) Peptidoglycan glycosyltransferase [2.4.1.129]|unclassified	792.172
RXN-14950: (expasy) Lipoyl synthase [2.8.1.8]	278.225
RXN-14950: (expasy) Lipoyl synthase [2.8.1.8]|unclassified	278.225
RXN-14957: (expasy) Lipoyl synthase [2.8.1.8]	278.225
RXN-14957: (expasy) Lipoyl synthase [2.8.1.8]|unclassified	278.225
RXN-14959: (expasy) Lipoyl synthase [2.8.1.8]	278.225
RXN-14959: (expasy) Lipoyl synthase [2.8.1.8]|unclassified	278.225
RXN-14986: (expasy) 3-isopropylmalate dehydrogenase [1.1.1.85]	533.4250999999999
RXN-14986: (expasy) 3-isopropylmalate dehydrogenase [1.1.1.85]|unclassified	533.4250999999999
RXN-14992: (expasy) Peptide chain release factor N(5)-glutamine methyltransferase [2.1.1.297]	94.0983
RXN-14992: (expasy) Peptide chain release factor N(5)-glutamine methyltransferase [2.1.1.297]|unclassified	94.0983
RXN-15005: (expasy) Acetylglutamate kinase [2.7.2.8]	315.07820000000004
RXN-15005: (expasy) Acetylglutamate kinase [2.7.2.8]|unclassified	315.07820000000004
RXN-15006: (expasy) N-acetyl-gamma-glutamyl-phosphate reductase [1.2.1.38]	395.81469999999996
RXN-15006: (expasy) N-acetyl-gamma-glutamyl-phosphate reductase [1.2.1.38]|unclassified	395.81469999999996
RXN-15007: (expasy) Acetylornithine transaminase [2.6.1.11]	271.4036
RXN-15007: (expasy) Acetylornithine transaminase [2.6.1.11]|unclassified	271.4036
RXN-15041: (expasy) D-aminoacyl-tRNA deacylase [3.1.1.96]	374.1888
RXN-15041: (expasy) D-aminoacyl-tRNA deacylase [3.1.1.96]|unclassified	374.1888
RXN-15043: (expasy) 1-acylglycerol-3-phosphate O-acyltransferase [2.3.1.51]	201.7719
RXN-15043: (expasy) 1-acylglycerol-3-phosphate O-acyltransferase [2.3.1.51]|unclassified	201.7719
RXN-15047: (expasy) 5' to 3' exodeoxyribonuclease (nucleoside 3'-phosphate-forming) [3.1.12.1]	296.644
RXN-15047: (expasy) 5' to 3' exodeoxyribonuclease (nucleoside 3'-phosphate-forming) [3.1.12.1]|unclassified	296.644
RXN-15202: (expasy) Beta-1,4-mannooligosaccharide phosphorylase [2.4.1.319]	69.701
RXN-15202: (expasy) Beta-1,4-mannooligosaccharide phosphorylase [2.4.1.319]|unclassified	69.701
RXN-15203: (expasy) 1,4-beta-mannosyl-N-acetylglucosamine phosphorylase [2.4.1.320]	290.869
RXN-15203: (expasy) 1,4-beta-mannosyl-N-acetylglucosamine phosphorylase [2.4.1.320]|unclassified	290.869
RXN-15261: (metacyc) dihydropterin deaminase [3.5.4.3]	207.104
RXN-15261: (metacyc) dihydropterin deaminase [3.5.4.3]|unclassified	207.104
RXN-15264: (expasy) Aminodeoxyfutalosine synthase [2.5.1.120]	85.9743
RXN-15264: (expasy) Aminodeoxyfutalosine synthase [2.5.1.120]|unclassified	85.9743
RXN-15289: (metacyc) luteolin triglucoronide &beta;-glucuronidase [3.2.1.31]	594.84
RXN-15289: (metacyc) luteolin triglucoronide &beta;-glucuronidase [3.2.1.31]|unclassified	594.84
RXN-15291: (metacyc) luteolin monoglucuronide &beta;-glucuronidase [3.2.1.31]	594.84
RXN-15291: (metacyc) luteolin monoglucuronide &beta;-glucuronidase [3.2.1.31]|unclassified	594.84
RXN-15294: (expasy) Bacterial non-heme ferritin [1.16.3.2]	1897.0147000000002
RXN-15294: (expasy) Bacterial non-heme ferritin [1.16.3.2]|unclassified	1897.0147000000002
RXN-15344: (expasy) Cellobiose epimerase [5.1.3.11]	267.665
RXN-15344: (expasy) Cellobiose epimerase [5.1.3.11]|unclassified	267.665
RXN-15513: (expasy) Phosphoglycerate mutase (2,3-diphosphoglycerate-dependent) [5.4.2.11]	459.85020000000003
RXN-15513: (expasy) Phosphoglycerate mutase (2,3-diphosphoglycerate-dependent) [5.4.2.11]|unclassified	459.85020000000003
RXN-15521: (expasy) Peptidoglycan glycosyltransferase [2.4.1.129]	792.172
RXN-15521: (expasy) Peptidoglycan glycosyltransferase [2.4.1.129]|unclassified	792.172
RXN-15635: (expasy) 3-methyl-2-oxobutanoate hydroxymethyltransferase [2.1.2.11]	450.2234
RXN-15635: (expasy) 3-methyl-2-oxobutanoate hydroxymethyltransferase [2.1.2.11]|unclassified	450.2234
RXN-15709: (expasy) Cellobiose epimerase [5.1.3.11]	267.665
RXN-15709: (expasy) Cellobiose epimerase [5.1.3.11]|unclassified	267.665
RXN-15733: (expasy) 2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase [2.7.6.3]	349.142
RXN-15733: (expasy) 2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase [2.7.6.3]|unclassified	349.142
RXN-15878: (expasy) (E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase (flavodoxin) [1.17.7.3]	485.897
RXN-15878: (expasy) (E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase (flavodoxin) [1.17.7.3]|unclassified	485.897
RXN-15881: (expasy) Cysteine desulfurase [2.8.1.7]	644.187
RXN-15881: (expasy) Cysteine desulfurase [2.8.1.7]|unclassified	644.187
RXN-15910: (expasy) Alpha-glucosidase [3.2.1.20]	140.546
RXN-15910: (expasy) Alpha-glucosidase [3.2.1.20]|unclassified	140.546
RXN-16006: (expasy) N-acylglucosamine 2-epimerase [5.1.3.8]	92.6326
RXN-16006: (expasy) N-acylglucosamine 2-epimerase [5.1.3.8]|unclassified	92.6326
RXN-16025: (expasy) 1-acylglycerol-3-phosphate O-acyltransferase [2.3.1.51]	201.7719
RXN-16025: (expasy) 1-acylglycerol-3-phosphate O-acyltransferase [2.3.1.51]|unclassified	201.7719
RXN-16032: (expasy) 1-acylglycerol-3-phosphate O-acyltransferase [2.3.1.51]	201.7719
RXN-16032: (expasy) 1-acylglycerol-3-phosphate O-acyltransferase [2.3.1.51]|unclassified	201.7719
RXN-16067: (expasy) 1-acylglycerol-3-phosphate O-acyltransferase [2.3.1.51]	201.7719
RXN-16067: (expasy) 1-acylglycerol-3-phosphate O-acyltransferase [2.3.1.51]|unclassified	201.7719
RXN-16076: (expasy) 1-acylglycerol-3-phosphate O-acyltransferase [2.3.1.51]	201.7719
RXN-16076: (expasy) 1-acylglycerol-3-phosphate O-acyltransferase [2.3.1.51]|unclassified	201.7719
RXN-16077: (expasy) 1-acylglycerol-3-phosphate O-acyltransferase [2.3.1.51]	201.7719
RXN-16077: (expasy) 1-acylglycerol-3-phosphate O-acyltransferase [2.3.1.51]|unclassified	201.7719
RXN-16118: (expasy) 1-acylglycerol-3-phosphate O-acyltransferase [2.3.1.51]	201.7719
RXN-16118: (expasy) 1-acylglycerol-3-phosphate O-acyltransferase [2.3.1.51]|unclassified	201.7719
RXN-16135: (expasy) Enoyl-CoA hydratase [4.2.1.17]	437.52700000000004
RXN-16135: (expasy) Enoyl-CoA hydratase [4.2.1.17]|unclassified	437.52700000000004
RXN-16165: (expasy) Methionine--tRNA ligase [6.1.1.10]	677.2742000000001
RXN-16165: (expasy) Methionine--tRNA ligase [6.1.1.10]|unclassified	677.2742000000001
RXN-1623: (expasy) 1-acylglycerol-3-phosphate O-acyltransferase [2.3.1.51]	201.7719
RXN-1623: (expasy) 1-acylglycerol-3-phosphate O-acyltransferase [2.3.1.51]|unclassified	201.7719
RXN-16322: (expasy) Nitronate monooxygenase [1.13.12.16]	275.2086
RXN-16322: (expasy) Nitronate monooxygenase [1.13.12.16]|unclassified	275.2086
RXN-16380: (expasy) Long-chain-fatty-acid--CoA ligase [6.2.1.3]	1292.3024
RXN-16380: (expasy) Long-chain-fatty-acid--CoA ligase [6.2.1.3]|unclassified	1292.3024
RXN-16389: (expasy) Long-chain-fatty-acid--CoA ligase [6.2.1.3]	1292.3024
RXN-16389: (expasy) Long-chain-fatty-acid--CoA ligase [6.2.1.3]|unclassified	1292.3024
RXN-16391: (expasy) Methylmalonyl-CoA epimerase [5.1.99.1]	440.163
RXN-16391: (expasy) Methylmalonyl-CoA epimerase [5.1.99.1]|unclassified	440.163
RXN-16393: (expasy) Long-chain-fatty-acid--CoA ligase [6.2.1.3]	1292.3024
RXN-16393: (expasy) Long-chain-fatty-acid--CoA ligase [6.2.1.3]|unclassified	1292.3024
RXN-16401: (expasy) Long-chain-fatty-acid--CoA ligase [6.2.1.3]	1292.3024
RXN-16401: (expasy) Long-chain-fatty-acid--CoA ligase [6.2.1.3]|unclassified	1292.3024
RXN-16402: (expasy) Long-chain-fatty-acid--CoA ligase [6.2.1.3]	1292.3024
RXN-16402: (expasy) Long-chain-fatty-acid--CoA ligase [6.2.1.3]|unclassified	1292.3024
RXN-16418: (expasy) Long-chain-fatty-acid--CoA ligase [6.2.1.3]	1292.3024
RXN-16418: (expasy) Long-chain-fatty-acid--CoA ligase [6.2.1.3]|unclassified	1292.3024
RXN-16485: (expasy) AMBIGUOUS [3.2.1.179; 3.2.1.180]	418.87800000000004
RXN-16485: (expasy) AMBIGUOUS [3.2.1.179; 3.2.1.180]|unclassified	418.87800000000004
RXN-16512: (expasy) Unsaturated chondroitin disaccharide hydrolase [3.2.1.180]	418.87800000000004
RXN-16512: (expasy) Unsaturated chondroitin disaccharide hydrolase [3.2.1.180]|unclassified	418.87800000000004
RXN-16558: (expasy) Enoyl-CoA hydratase [4.2.1.17]	437.52700000000004
RXN-16558: (expasy) Enoyl-CoA hydratase [4.2.1.17]|unclassified	437.52700000000004
RXN-16615: (expasy) AMBIGUOUS [2.3.1.179; 2.3.1.41]	260.763
RXN-16615: (expasy) AMBIGUOUS [2.3.1.179; 2.3.1.41]|unclassified	260.763
RXN-16616: (expasy) 3-oxoacyl-[acyl-carrier-protein] reductase [1.1.1.100]	1375.6847999999998
RXN-16616: (expasy) 3-oxoacyl-[acyl-carrier-protein] reductase [1.1.1.100]|unclassified	1375.6847999999998
RXN-16619: (expasy) 3-hydroxyacyl-[acyl-carrier-protein] dehydratase [4.2.1.59]	587.0914
RXN-16619: (expasy) 3-hydroxyacyl-[acyl-carrier-protein] dehydratase [4.2.1.59]|unclassified	587.0914
RXN-16620: (expasy) Enoyl-[acyl-carrier-protein] reductase (NADH) [1.3.1.9]	288.4018
RXN-16620: (expasy) Enoyl-[acyl-carrier-protein] reductase (NADH) [1.3.1.9]|unclassified	288.4018
RXN-16621: (expasy) AMBIGUOUS [2.3.1.179; 2.3.1.41]	260.763
RXN-16621: (expasy) AMBIGUOUS [2.3.1.179; 2.3.1.41]|unclassified	260.763
RXN-16622: (expasy) 3-oxoacyl-[acyl-carrier-protein] reductase [1.1.1.100]	1375.6847999999998
RXN-16622: (expasy) 3-oxoacyl-[acyl-carrier-protein] reductase [1.1.1.100]|unclassified	1375.6847999999998
RXN-16623: (expasy) 3-hydroxyacyl-[acyl-carrier-protein] dehydratase [4.2.1.59]	587.0914
RXN-16623: (expasy) 3-hydroxyacyl-[acyl-carrier-protein] dehydratase [4.2.1.59]|unclassified	587.0914
RXN-16624: (expasy) Enoyl-[acyl-carrier-protein] reductase (NADH) [1.3.1.9]	288.4018
RXN-16624: (expasy) Enoyl-[acyl-carrier-protein] reductase (NADH) [1.3.1.9]|unclassified	288.4018
RXN-16625: (expasy) AMBIGUOUS [2.3.1.179; 2.3.1.41]	260.763
RXN-16625: (expasy) AMBIGUOUS [2.3.1.179; 2.3.1.41]|unclassified	260.763
RXN-16626: (expasy) 3-oxoacyl-[acyl-carrier-protein] reductase [1.1.1.100]	1375.6847999999998
RXN-16626: (expasy) 3-oxoacyl-[acyl-carrier-protein] reductase [1.1.1.100]|unclassified	1375.6847999999998
RXN-16627: (expasy) 3-hydroxyacyl-[acyl-carrier-protein] dehydratase [4.2.1.59]	587.0914
RXN-16627: (expasy) 3-hydroxyacyl-[acyl-carrier-protein] dehydratase [4.2.1.59]|unclassified	587.0914
RXN-16628: (expasy) Enoyl-[acyl-carrier-protein] reductase (NADH) [1.3.1.9]	288.4018
RXN-16628: (expasy) Enoyl-[acyl-carrier-protein] reductase (NADH) [1.3.1.9]|unclassified	288.4018
RXN-16629: (expasy) AMBIGUOUS [2.3.1.179; 2.3.1.41]	260.763
RXN-16629: (expasy) AMBIGUOUS [2.3.1.179; 2.3.1.41]|unclassified	260.763
RXN-16630: (expasy) 3-oxoacyl-[acyl-carrier-protein] reductase [1.1.1.100]	1375.6847999999998
RXN-16630: (expasy) 3-oxoacyl-[acyl-carrier-protein] reductase [1.1.1.100]|unclassified	1375.6847999999998
RXN-16631: (expasy) 3-hydroxyacyl-[acyl-carrier-protein] dehydratase [4.2.1.59]	587.0914
RXN-16631: (expasy) 3-hydroxyacyl-[acyl-carrier-protein] dehydratase [4.2.1.59]|unclassified	587.0914
RXN-16632: (expasy) Enoyl-[acyl-carrier-protein] reductase (NADH) [1.3.1.9]	288.4018
RXN-16632: (expasy) Enoyl-[acyl-carrier-protein] reductase (NADH) [1.3.1.9]|unclassified	288.4018
RXN-16637: (expasy) Aminoacyl-tRNA hydrolase [3.1.1.29]	713.2264
RXN-16637: (expasy) Aminoacyl-tRNA hydrolase [3.1.1.29]|unclassified	713.2264
RXN-16649: (expasy) Serine-type D-Ala-D-Ala carboxypeptidase [3.4.16.4]	348.839
RXN-16649: (expasy) Serine-type D-Ala-D-Ala carboxypeptidase [3.4.16.4]|unclassified	348.839
RXN-16650: (expasy) Peptidoglycan glycosyltransferase [2.4.1.129]	792.172
RXN-16650: (expasy) Peptidoglycan glycosyltransferase [2.4.1.129]|unclassified	792.172
RXN-16659: (metacyc) peptidoglycan transpeptidase (Gram-negative bacteria) [3.4.16.4]	348.839
RXN-16659: (metacyc) peptidoglycan transpeptidase (Gram-negative bacteria) [3.4.16.4]|unclassified	348.839
RXN-16788: (expasy) Adenosylcobalamin/alpha-ribazole phosphatase [3.1.3.73]	96.299
RXN-16788: (expasy) Adenosylcobalamin/alpha-ribazole phosphatase [3.1.3.73]|unclassified	96.299
RXN-16820: (expasy) tRNA-uridine 2-sulfurtransferase [2.8.1.13]	881.741
RXN-16820: (expasy) tRNA-uridine 2-sulfurtransferase [2.8.1.13]|unclassified	881.741
RXN-16938: (expasy) N-acetylmuramoyl-L-alanine amidase [3.5.1.28]	450.31500000000005
RXN-16938: (expasy) N-acetylmuramoyl-L-alanine amidase [3.5.1.28]|unclassified	450.31500000000005
RXN-17008: (expasy) 1-acylglycerol-3-phosphate O-acyltransferase [2.3.1.51]	201.7719
RXN-17008: (expasy) 1-acylglycerol-3-phosphate O-acyltransferase [2.3.1.51]|unclassified	201.7719
RXN-17009: (expasy) 1-acylglycerol-3-phosphate O-acyltransferase [2.3.1.51]	201.7719
RXN-17009: (expasy) 1-acylglycerol-3-phosphate O-acyltransferase [2.3.1.51]|unclassified	201.7719
RXN-17010: (expasy) 1-acylglycerol-3-phosphate O-acyltransferase [2.3.1.51]	201.7719
RXN-17010: (expasy) 1-acylglycerol-3-phosphate O-acyltransferase [2.3.1.51]|unclassified	201.7719
RXN-17011: (expasy) 1-acylglycerol-3-phosphate O-acyltransferase [2.3.1.51]	201.7719
RXN-17011: (expasy) 1-acylglycerol-3-phosphate O-acyltransferase [2.3.1.51]|unclassified	201.7719
RXN-17012: (expasy) 1-acylglycerol-3-phosphate O-acyltransferase [2.3.1.51]	201.7719
RXN-17012: (expasy) 1-acylglycerol-3-phosphate O-acyltransferase [2.3.1.51]|unclassified	201.7719
RXN-17013: (expasy) 1-acylglycerol-3-phosphate O-acyltransferase [2.3.1.51]	201.7719
RXN-17013: (expasy) 1-acylglycerol-3-phosphate O-acyltransferase [2.3.1.51]|unclassified	201.7719
RXN-17014: (expasy) 1-acylglycerol-3-phosphate O-acyltransferase [2.3.1.51]	201.7719
RXN-17014: (expasy) 1-acylglycerol-3-phosphate O-acyltransferase [2.3.1.51]|unclassified	201.7719
RXN-17015: (expasy) 1-acylglycerol-3-phosphate O-acyltransferase [2.3.1.51]	201.7719
RXN-17015: (expasy) 1-acylglycerol-3-phosphate O-acyltransferase [2.3.1.51]|unclassified	201.7719
RXN-17019: (expasy) 1-acylglycerol-3-phosphate O-acyltransferase [2.3.1.51]	201.7719
RXN-17019: (expasy) 1-acylglycerol-3-phosphate O-acyltransferase [2.3.1.51]|unclassified	201.7719
RXN-17020: (expasy) 1-acylglycerol-3-phosphate O-acyltransferase [2.3.1.51]	201.7719
RXN-17020: (expasy) 1-acylglycerol-3-phosphate O-acyltransferase [2.3.1.51]|unclassified	201.7719
RXN-17021: (expasy) 1-acylglycerol-3-phosphate O-acyltransferase [2.3.1.51]	201.7719
RXN-17021: (expasy) 1-acylglycerol-3-phosphate O-acyltransferase [2.3.1.51]|unclassified	201.7719
RXN-17022: (expasy) 1-acylglycerol-3-phosphate O-acyltransferase [2.3.1.51]	201.7719
RXN-17022: (expasy) 1-acylglycerol-3-phosphate O-acyltransferase [2.3.1.51]|unclassified	201.7719
RXN-17023: (expasy) 1-acylglycerol-3-phosphate O-acyltransferase [2.3.1.51]	201.7719
RXN-17023: (expasy) 1-acylglycerol-3-phosphate O-acyltransferase [2.3.1.51]|unclassified	201.7719
RXN-17024: (expasy) 1-acylglycerol-3-phosphate O-acyltransferase [2.3.1.51]	201.7719
RXN-17024: (expasy) 1-acylglycerol-3-phosphate O-acyltransferase [2.3.1.51]|unclassified	201.7719
RXN-17114: (expasy) Enoyl-CoA hydratase [4.2.1.17]	437.52700000000004
RXN-17114: (expasy) Enoyl-CoA hydratase [4.2.1.17]|unclassified	437.52700000000004
RXN-17362: (expasy) Signal peptidase II [3.4.23.36]	406.73
RXN-17362: (expasy) Signal peptidase II [3.4.23.36]|unclassified	406.73
RXN-17388: (expasy) Choloylglycine hydrolase [3.5.1.24]	579.6246
RXN-17388: (expasy) Choloylglycine hydrolase [3.5.1.24]|unclassified	579.6246
RXN-17475: (expasy) Enoyl-CoA hydratase [4.2.1.17]	437.52700000000004
RXN-17475: (expasy) Enoyl-CoA hydratase [4.2.1.17]|unclassified	437.52700000000004
RXN-17729: (expasy) 1-acylglycerol-3-phosphate O-acyltransferase [2.3.1.51]	201.7719
RXN-17729: (expasy) 1-acylglycerol-3-phosphate O-acyltransferase [2.3.1.51]|unclassified	201.7719
RXN-17776: (expasy) Enoyl-CoA hydratase [4.2.1.17]	437.52700000000004
RXN-17776: (expasy) Enoyl-CoA hydratase [4.2.1.17]|unclassified	437.52700000000004
RXN-17780: (expasy) Enoyl-CoA hydratase [4.2.1.17]	437.52700000000004
RXN-17780: (expasy) Enoyl-CoA hydratase [4.2.1.17]|unclassified	437.52700000000004
RXN-17785: (expasy) Enoyl-CoA hydratase [4.2.1.17]	437.52700000000004
RXN-17785: (expasy) Enoyl-CoA hydratase [4.2.1.17]|unclassified	437.52700000000004
RXN-17789: (expasy) Enoyl-CoA hydratase [4.2.1.17]	437.52700000000004
RXN-17789: (expasy) Enoyl-CoA hydratase [4.2.1.17]|unclassified	437.52700000000004
RXN-17793: (expasy) Enoyl-CoA hydratase [4.2.1.17]	437.52700000000004
RXN-17793: (expasy) Enoyl-CoA hydratase [4.2.1.17]|unclassified	437.52700000000004
RXN-17797: (expasy) Enoyl-CoA hydratase [4.2.1.17]	437.52700000000004
RXN-17797: (expasy) Enoyl-CoA hydratase [4.2.1.17]|unclassified	437.52700000000004
RXN-17824: (expasy) Methylated-DNA--[protein]-cysteine S-methyltransferase [2.1.1.63]	317.794
RXN-17824: (expasy) Methylated-DNA--[protein]-cysteine S-methyltransferase [2.1.1.63]|unclassified	317.794
RXN-17830: (expasy) Alpha-galactosidase [3.2.1.22]	2327.5265
RXN-17830: (expasy) Alpha-galactosidase [3.2.1.22]|unclassified	2327.5265
RXN-17873: (expasy) Methionyl aminopeptidase [3.4.11.18]	1150.757
RXN-17873: (expasy) Methionyl aminopeptidase [3.4.11.18]|unclassified	1150.757
RXN-17874: (expasy) Methionyl aminopeptidase [3.4.11.18]	1150.757
RXN-17874: (expasy) Methionyl aminopeptidase [3.4.11.18]|unclassified	1150.757
RXN-17875: (expasy) Methionyl aminopeptidase [3.4.11.18]	1150.757
RXN-17875: (expasy) Methionyl aminopeptidase [3.4.11.18]|unclassified	1150.757
RXN-17876: (expasy) Methionyl aminopeptidase [3.4.11.18]	1150.757
RXN-17876: (expasy) Methionyl aminopeptidase [3.4.11.18]|unclassified	1150.757
RXN-17877: (expasy) Methionyl aminopeptidase [3.4.11.18]	1150.757
RXN-17877: (expasy) Methionyl aminopeptidase [3.4.11.18]|unclassified	1150.757
RXN-17878: (expasy) Methionyl aminopeptidase [3.4.11.18]	1150.757
RXN-17878: (expasy) Methionyl aminopeptidase [3.4.11.18]|unclassified	1150.757
RXN-18082: (expasy) Beta-N-acetylhexosaminidase [3.2.1.52]	1491.1409999999998
RXN-18082: (expasy) Beta-N-acetylhexosaminidase [3.2.1.52]|unclassified	1491.1409999999998
RXN-1823: (expasy) Alpha-amylase [3.2.1.1]	495.8436
RXN-1823: (expasy) Alpha-amylase [3.2.1.1]|unclassified	495.8436
RXN-1824: (expasy) Pullulanase [3.2.1.41]	237.261
RXN-1824: (expasy) Pullulanase [3.2.1.41]|unclassified	237.261
RXN-1826: (expasy) Glycogen phosphorylase [2.4.1.1]	723.9213
RXN-1826: (expasy) Glycogen phosphorylase [2.4.1.1]|unclassified	723.9213
RXN-1828: (expasy) 4-alpha-glucanotransferase [2.4.1.25]	62.6881
RXN-1828: (expasy) 4-alpha-glucanotransferase [2.4.1.25]|unclassified	62.6881
RXN-18357: (expasy) Dihydrofolate reductase [1.5.1.3]	290.28999999999996
RXN-18357: (expasy) Dihydrofolate reductase [1.5.1.3]|unclassified	290.28999999999996
RXN-18388: (expasy) tRNA uracil 4-sulfurtransferase [2.8.1.4]	92.5621
RXN-18388: (expasy) tRNA uracil 4-sulfurtransferase [2.8.1.4]|unclassified	92.5621
